producto,cantidad,valor_unitario,fecha,dia_semana,estacion,cantidad_log
JARABE DE MANZANA TASKY,6.0,9.87,2024-05-24,Viernes,otoño,1.9459101490553132
JARABE DE GUAYABA TASKY,3.0,9.66,2024-05-24,Viernes,otoño,1.3862943611198906
PULPA CONGELADA DE LIMA,16.0,12.0,2024-05-24,Viernes,otoño,2.833213344056216
PULPA CONGELADA DE LIMA,8.0,12.0,2024-05-24,Viernes,otoño,2.1972245773362196
JARABE DE GRANADINA TASKY,2.0,8.61,2024-05-24,Viernes,otoño,1.0986122886681098
PULPA CONGELADA DE LIMA,24.0,12.0,2024-05-29,Miércoles,otoño,3.2188758248682006
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-05-29,Miércoles,otoño,2.5649493574615367
PULPA CONGELADA DE LIMA,80.0,12.0,2024-05-29,Miércoles,otoño,4.394449154672439
JARABE DE GRANADINA TASKY,12.0,8.61,2024-05-29,Miércoles,otoño,2.5649493574615367
PULPA CONGELADA DE LIMA,8.0,12.0,2024-05-29,Miércoles,otoño,2.1972245773362196
PULPA CONGELADA DE LIMA,8.0,12.0,2024-05-29,Miércoles,otoño,2.1972245773362196
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-05-29,Miércoles,otoño,2.5649493574615367
PULPA CONGELADA DE LIMA,16.0,12.0,2024-05-29,Miércoles,otoño,2.833213344056216
PULPA CONGELADA DE LIMA,24.0,12.0,2024-05-29,Miércoles,otoño,3.2188758248682006
PULPA CONGELADA DE LIMA,16.0,12.0,2024-05-29,Miércoles,otoño,2.833213344056216
JARABE DE MANZANA TASKY,4.0,14.0,2024-06-03,Lunes,invierno,1.6094379124341003
JARABE DE MANZANA TASKY,3.0,9.87,2024-06-05,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,2.0,9.87,2024-06-05,Miércoles,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,24.0,12.0,2024-06-05,Miércoles,invierno,3.2188758248682006
JARABE DE GRANADA TASKY,3.0,9.87,2024-06-05,Miércoles,invierno,1.3862943611198906
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-05,Miércoles,invierno,2.1972245773362196
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-05,Miércoles,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-05,Miércoles,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,4.0,9.87,2024-06-05,Miércoles,invierno,1.6094379124341003
PULPA CONGELADA DE LIMA,16.0,12.0,2024-06-05,Miércoles,invierno,2.833213344056216
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-05,Miércoles,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,3.0,9.87,2024-06-05,Miércoles,invierno,1.3862943611198906
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-05,Miércoles,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,32.0,12.0,2024-06-05,Miércoles,invierno,3.4965075614664802
JARABE DE GRANADA TASKY,3.0,9.87,2024-06-05,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,9.0,9.87,2024-06-05,Miércoles,invierno,2.302585092994046
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-06-05,Miércoles,invierno,2.5649493574615367
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-05,Miércoles,invierno,1.9459101490553132
COMPOTA DE FRESA BALDE,19.2,9.3,2024-06-05,Miércoles,invierno,3.005682604407159
COMPOTA DE FRESA BALDE,14.399999999999999,9.3,2024-06-06,Jueves,invierno,2.734367509419583
JARABE DE MANZANA TASKY,4.0,9.87,2024-06-06,Jueves,invierno,1.6094379124341003
JARABE DE MANZANA TASKY,12.0,9.87,2024-06-06,Jueves,invierno,2.5649493574615367
PULPA CONGELADA DE LIMA,24.0,12.0,2024-06-06,Jueves,invierno,3.2188758248682006
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-06,Jueves,invierno,2.1972245773362196
JARABE DE MANZANA TASKY,1.0,9.87,2024-06-06,Jueves,invierno,0.6931471805599453
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-06-06,Jueves,invierno,2.5649493574615367
JARABE DE GRANADINA TASKY,5.0,8.61,2024-06-06,Jueves,invierno,1.791759469228055
JARABE DE MANZANA TASKY,10.0,9.87,2024-06-06,Jueves,invierno,2.3978952727983707
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-06,Jueves,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,32.0,12.0,2024-06-06,Jueves,invierno,3.4965075614664802
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-06-06,Jueves,invierno,1.9459101490553132
JARABE DE MANZANA TASKY,3.0,9.87,2024-06-06,Jueves,invierno,1.3862943611198906
JARABE DE GRANADA TASKY,6.0,9.87,2024-06-06,Jueves,invierno,1.9459101490553132
PULPA CONGELADA DE LIMA,16.0,12.0,2024-06-06,Jueves,invierno,2.833213344056216
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-06-06,Jueves,invierno,1.9459101490553132
JARABE DE GRANADINA TASKY,4.0,8.61,2024-06-06,Jueves,invierno,1.6094379124341003
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-06,Jueves,invierno,2.1972245773362196
JARABE DE MANZANA TASKY,2.0,9.87,2024-06-06,Jueves,invierno,1.0986122886681098
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-06,Jueves,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-06,Jueves,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-11,Martes,invierno,1.0986122886681098
JARABE DE GRANADINA TASKY,3.0,8.61,2024-06-11,Martes,invierno,1.3862943611198906
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-11,Martes,invierno,2.1972245773362196
PULPA CONGELADA DE LIMA,32.0,12.0,2024-06-11,Martes,invierno,3.4965075614664802
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-06-11,Martes,invierno,2.5649493574615367
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-11,Martes,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-11,Martes,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-06-11,Martes,invierno,1.6094379124341003
ZUMO DE LIMON CONGELADO,16.0,12.5,2024-06-11,Martes,invierno,2.833213344056216
PULPA DE MARACUYA,16.0,11.0,2024-06-11,Martes,invierno,2.833213344056216
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-11,Martes,invierno,2.1972245773362196
JARABE DE GRANADINA TASKY,3.0,8.61,2024-06-11,Martes,invierno,1.3862943611198906
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-06-12,Miércoles,invierno,1.6094379124341003
JARABE DE MANZANA TASKY,4.0,9.87,2024-06-12,Miércoles,invierno,1.6094379124341003
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-12,Miércoles,invierno,2.1972245773362196
JARABE DE GRANADINA TASKY,1.0,8.61,2024-06-12,Miércoles,invierno,0.6931471805599453
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-06-12,Miércoles,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-12,Miércoles,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,32.0,12.0,2024-06-12,Miércoles,invierno,3.4965075614664802
JARABE DE GRANADA TASKY,6.0,9.87,2024-06-12,Miércoles,invierno,1.9459101490553132
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-12,Miércoles,invierno,2.1972245773362196
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-12,Miércoles,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,8.0,9.87,2024-06-12,Miércoles,invierno,2.1972245773362196
JARABE DE FRAMBUESA TASKY,8.0,14.7,2024-06-12,Miércoles,invierno,2.1972245773362196
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-12,Miércoles,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,3.0,9.87,2024-06-12,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,2.0,9.87,2024-06-12,Miércoles,invierno,1.0986122886681098
JARABE DE GRANADINA TASKY,2.0,9.0,2024-06-12,Miércoles,invierno,1.0986122886681098
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-06-12,Miércoles,invierno,2.3978952727983707
ZUMO DE LIMON CONGELADO,8.0,10.0,2024-06-12,Miércoles,invierno,2.1972245773362196
JARABE DE GOMA TASKY,2.0,8.5,2024-06-12,Miércoles,invierno,1.0986122886681098
COMPOTA DE ARANDANOS BALDE,5.0,12.3,2024-06-12,Miércoles,invierno,1.791759469228055
PULPA CONGELADA DE LIMA,40.0,12.0,2024-06-12,Miércoles,invierno,3.713572066704308
JARABE DE GRANADA TASKY,4.0,9.87,2024-06-12,Miércoles,invierno,1.6094379124341003
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-06-12,Miércoles,invierno,1.3862943611198906
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-12,Miércoles,invierno,2.1972245773362196
JARABE DE GRANADA TASKY,3.0,9.87,2024-06-12,Miércoles,invierno,1.3862943611198906
JARABE DE GRANADINA TASKY,3.0,8.61,2024-06-12,Miércoles,invierno,1.3862943611198906
PULPA CONGELADA DE LIMA,16.0,12.0,2024-06-12,Miércoles,invierno,2.833213344056216
JARABE DE GRANADINA TASKY,5.0,8.61,2024-06-12,Miércoles,invierno,1.791759469228055
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-12,Miércoles,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-06-12,Miércoles,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,3.0,9.87,2024-06-12,Miércoles,invierno,1.3862943611198906
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-06-12,Miércoles,invierno,1.6094379124341003
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-12,Miércoles,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-06-14,Viernes,invierno,2.5649493574615367
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-18,Martes,invierno,2.1972245773362196
JARABE DE MANZANA TASKY,4.0,9.87,2024-06-18,Martes,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,2.0,9.66,2024-06-18,Martes,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-18,Martes,invierno,1.0986122886681098
JARABE DE FRAMBUESA TASKY,1.0,14.7,2024-06-18,Martes,invierno,0.6931471805599453
PULPA CONGELADA DE LIMA,16.0,12.0,2024-06-18,Martes,invierno,2.833213344056216
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-18,Martes,invierno,1.0986122886681098
ZUMO DE LIMON CONGELADO,48.0,9.5,2024-06-18,Martes,invierno,3.8918202981106265
PULPA DE FRESA,8.0,8.8,2024-06-18,Martes,invierno,2.1972245773362196
PULPA DE PIÑA,8.0,9.8,2024-06-18,Martes,invierno,2.1972245773362196
JARABE DE GRANADINA TASKY,1.0,8.61,2024-06-18,Martes,invierno,0.6931471805599453
PULPA DE MARACUYA,32.0,10.5,2024-06-18,Martes,invierno,3.4965075614664802
COMPOTA DE FRESA BALDE,24.0,9.6875,2024-06-18,Martes,invierno,3.2188758248682006
COMPOTA DE ARANDANOS BALDE,5.0,12.3,2024-06-18,Martes,invierno,1.791759469228055
JARABE DE GUAYABA TASKY,5.0,9.66,2024-06-18,Martes,invierno,1.791759469228055
JARABE DE GUAYABA TASKY,2.0,9.66,2024-06-19,Miércoles,invierno,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-06-19,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADINA TASKY,1.0,8.61,2024-06-19,Miércoles,invierno,0.6931471805599453
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-19,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,3.0,9.87,2024-06-19,Miércoles,invierno,1.3862943611198906
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-19,Miércoles,invierno,2.1972245773362196
JARABE DE MANZANA TASKY,3.0,9.87,2024-06-19,Miércoles,invierno,1.3862943611198906
JARABE DE GUAYABA TASKY,6.0,9.66,2024-06-19,Miércoles,invierno,1.9459101490553132
PULPA DE MANGO,8.0,10.8,2024-06-19,Miércoles,invierno,2.1972245773362196
PULPA CONGELADA DE LIMA,32.0,12.0,2024-06-20,Jueves,invierno,3.4965075614664802
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-06-20,Jueves,invierno,2.3978952727983707
JARABE DE GRANADA TASKY,6.0,9.87,2024-06-20,Jueves,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-06-20,Jueves,invierno,1.9459101490553132
JARABE DE MANZANA TASKY,8.0,9.87,2024-06-20,Jueves,invierno,2.1972245773362196
PULPA CONGELADA DE LIMA,16.0,12.0,2024-06-20,Jueves,invierno,2.833213344056216
JARABE DE GRANADA TASKY,12.0,9.87,2024-06-20,Jueves,invierno,2.5649493574615367
JARABE DE GUAYABA TASKY,6.0,9.66,2024-06-20,Jueves,invierno,1.9459101490553132
PULPA CONGELADA DE LIMA,32.0,12.0,2024-06-20,Jueves,invierno,3.4965075614664802
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-20,Jueves,invierno,1.0986122886681098
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-06-20,Jueves,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-20,Jueves,invierno,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,9.66,2024-06-20,Jueves,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-06-20,Jueves,invierno,1.9459101490553132
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-20,Jueves,invierno,2.1972245773362196
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-20,Jueves,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,5.0,9.87,2024-06-20,Jueves,invierno,1.791759469228055
JARABE DE GUAYABA TASKY,1.0,9.66,2024-06-20,Jueves,invierno,0.6931471805599453
JARABE DE GRANADA TASKY,4.0,9.87,2024-06-20,Jueves,invierno,1.6094379124341003
JARABE DE FRAMBUESA TASKY,5.0,14.7,2024-06-20,Jueves,invierno,1.791759469228055
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-06-20,Jueves,invierno,2.5649493574615367
JARABE DE GUAYABA TASKY,3.0,9.66,2024-06-20,Jueves,invierno,1.3862943611198906
JARABE DE GUAYABA TASKY,4.0,9.66,2024-06-20,Jueves,invierno,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-06-20,Jueves,invierno,2.5649493574615367
JARABE DE MANZANA TASKY,4.0,9.87,2024-06-20,Jueves,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,6.0,9.66,2024-06-20,Jueves,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-20,Jueves,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-20,Jueves,invierno,2.1972245773362196
JARABE DE GUAYABA TASKY,2.0,9.66,2024-06-20,Jueves,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,4.0,9.87,2024-06-20,Jueves,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,4.0,9.66,2024-06-20,Jueves,invierno,1.6094379124341003
JARABE DE GRANADINA TASKY,4.0,8.61,2024-06-20,Jueves,invierno,1.6094379124341003
JARABE DE GRANADA TASKY,3.0,9.87,2024-06-20,Jueves,invierno,1.3862943611198906
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-06-20,Jueves,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-06-20,Jueves,invierno,2.3978952727983707
PULPA CONGELADA DE LIMA,24.0,12.0,2024-06-20,Jueves,invierno,3.2188758248682006
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-20,Jueves,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,4.0,9.87,2024-06-20,Jueves,invierno,1.6094379124341003
JARABE DE MANZANA TASKY,4.0,9.87,2024-06-25,Martes,invierno,1.6094379124341003
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-25,Martes,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-25,Martes,invierno,2.1972245773362196
JARABE DE MANZANA TASKY,5.0,9.87,2024-06-25,Martes,invierno,1.791759469228055
JARABE DE GUAYABA TASKY,4.0,9.66,2024-06-25,Martes,invierno,1.6094379124341003
PULPA CONGELADA DE LIMA,16.0,12.0,2024-06-25,Martes,invierno,2.833213344056216
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-25,Martes,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-25,Martes,invierno,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-06-25,Martes,invierno,2.5649493574615367
JARABE DE GRANADINA TASKY,3.0,8.61,2024-06-25,Martes,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,3.0,9.87,2024-06-25,Martes,invierno,1.3862943611198906
JARABE DE GUAYABA TASKY,2.0,9.66,2024-06-25,Martes,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-25,Martes,invierno,2.1972245773362196
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-06-25,Martes,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-06-25,Martes,invierno,2.5649493574615367
JARABE DE GRANADA TASKY,6.0,9.87,2024-06-25,Martes,invierno,1.9459101490553132
JARABE DE GUAYABA TASKY,1.0,9.66,2024-06-25,Martes,invierno,0.6931471805599453
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-25,Martes,invierno,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,9.66,2024-06-25,Martes,invierno,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-25,Martes,invierno,1.9459101490553132
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-25,Martes,invierno,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-06-25,Martes,invierno,2.5649493574615367
JARABE DE GOMA TASKY,12.0,8.5,2024-06-25,Martes,invierno,2.5649493574615367
ZUMO DE LIMON CONGELADO,40.0,10.0,2024-06-25,Martes,invierno,3.713572066704308
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-06-25,Martes,invierno,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,9.66,2024-06-25,Martes,invierno,1.9459101490553132
PULPA CONGELADA DE LIMA,24.0,12.0,2024-06-25,Martes,invierno,3.2188758248682006
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-06-25,Martes,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,3.0,9.66,2024-06-25,Martes,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,3.0,9.87,2024-06-25,Martes,invierno,1.3862943611198906
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-25,Martes,invierno,1.0986122886681098
COMPOTA DE ARANDANOS BALDE,5.0,12.3,2024-06-25,Martes,invierno,1.791759469228055
PULPA CONGELADA DE LIMA,8.0,12.0,2024-06-25,Martes,invierno,2.1972245773362196
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-25,Martes,invierno,1.0986122886681098
JARABE DE GRANADINA TASKY,3.0,8.61,2024-06-25,Martes,invierno,1.3862943611198906
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-06-25,Martes,invierno,2.5649493574615367
COMPOTA DE ARANDANOS BALDE,5.0,12.3,2024-06-25,Martes,invierno,1.791759469228055
JARABE DE MANZANA TASKY,2.0,9.87,2024-06-26,Miércoles,invierno,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-06-26,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADINA TASKY,3.0,8.61,2024-06-26,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-06-26,Miércoles,invierno,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,9.66,2024-06-26,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADINA TASKY,1.0,8.61,2024-06-26,Miércoles,invierno,0.6931471805599453
PULPA CONGELADA DE LIMA,24.0,12.0,2024-06-26,Miércoles,invierno,3.2188758248682006
PULPA CONGELADA DE LIMA,16.0,12.0,2024-06-26,Miércoles,invierno,2.833213344056216
JARABE DE GRANADA TASKY,4.0,9.87,2024-06-26,Miércoles,invierno,1.6094379124341003
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-06-26,Miércoles,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-06-26,Miércoles,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,24.0,12.0,2024-06-26,Miércoles,invierno,3.2188758248682006
JARABE DE GUAYABA TASKY,1.0,9.66,2024-06-26,Miércoles,invierno,0.6931471805599453
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-06-26,Miércoles,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,4.0,9.66,2024-06-26,Miércoles,invierno,1.6094379124341003
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-06-26,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADINA TASKY,2.0,8.61,2024-06-26,Miércoles,invierno,1.0986122886681098
PULPA DE FRESA,32.0,8.8,2024-06-27,Jueves,invierno,3.4965075614664802
PULPA DE MANGO,40.0,10.8,2024-06-27,Jueves,invierno,3.713572066704308
PULPA DE PIÑA,16.0,9.8,2024-06-27,Jueves,invierno,2.833213344056216
COMPOTA DE FRESA BALDE,38.4,9.6875,2024-06-27,Jueves,invierno,3.673765816303888
JARABE DE GUAYABA TASKY,2.0,12.5,2024-06-27,Jueves,invierno,1.0986122886681098
COMPOTA DE FRESA BALDE,19.2,9.6875,2024-06-27,Jueves,invierno,3.005682604407159
PULPA CONGELADA DE LIMA,24.0,12.0,2024-06-27,Jueves,invierno,3.2188758248682006
JARABE DE FRAMBUESA TASKY,5.0,16.0,2024-06-27,Jueves,invierno,1.791759469228055
JARABE DE MANZANA TASKY,4.0,12.5,2024-06-27,Jueves,invierno,1.6094379124341003
JARABE DE GOMA TASKY,10.0,9.5,2024-06-27,Jueves,invierno,2.3978952727983707
JARABE DE GRANADINA TASKY,7.0,10.5,2024-06-27,Jueves,invierno,2.0794415416798357
JARABE DE GRANADA TASKY,9.0,12.4,2024-06-27,Jueves,invierno,2.302585092994046
ZUMO DE LIMON CONGELADO,16.0,10.0,2024-07-01,Lunes,invierno,2.833213344056216
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-07-01,Lunes,invierno,2.3608540011180215
COMPOTA DE FRESA BALDE,19.2,9.6875,2024-07-01,Lunes,invierno,3.005682604407159
JARABE DE MANZANA TASKY,3.0,14.0,2024-07-01,Lunes,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-07-03,Miércoles,invierno,1.9459101490553132
ZUMO DE LIMON CONGELADO,56.0,10.0,2024-07-03,Miércoles,invierno,4.04305126783455
PULPA CONGELADA DE LIMA,8.0,12.0,2024-07-03,Miércoles,invierno,2.1972245773362196
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-07-03,Miércoles,invierno,2.3978952727983707
JARABE DE GRANADA TASKY,3.0,9.87,2024-07-03,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,4.0,9.87,2024-07-03,Miércoles,invierno,1.6094379124341003
PULPA CONGELADA DE LIMA,16.0,12.0,2024-07-03,Miércoles,invierno,2.833213344056216
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-07-03,Miércoles,invierno,2.5649493574615367
JARABE DE GRANADA TASKY,2.0,9.87,2024-07-03,Miércoles,invierno,1.0986122886681098
JARABE DE GUAYABA TASKY,6.0,9.66,2024-07-03,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADINA TASKY,6.0,8.61,2024-07-03,Miércoles,invierno,1.9459101490553132
JARABE DE MANZANA TASKY,2.0,9.87,2024-07-03,Miércoles,invierno,1.0986122886681098
JARABE DE GUAYABA TASKY,3.0,9.66,2024-07-03,Miércoles,invierno,1.3862943611198906
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-07-03,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-07-03,Miércoles,invierno,1.0986122886681098
JARABE DE GUAYABA TASKY,6.0,9.66,2024-07-03,Miércoles,invierno,1.9459101490553132
PULPA CONGELADA DE LIMA,16.0,12.0,2024-07-03,Miércoles,invierno,2.833213344056216
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-07-03,Miércoles,invierno,1.3862943611198906
PULPA CONGELADA DE LIMA,16.0,12.0,2024-07-03,Miércoles,invierno,2.833213344056216
JARABE DE GRANADA TASKY,2.0,9.87,2024-07-03,Miércoles,invierno,1.0986122886681098
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-07-03,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-07-03,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,3.0,9.87,2024-07-03,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,3.0,9.87,2024-07-03,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,1.0,9.87,2024-07-04,Jueves,invierno,0.6931471805599453
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-07-04,Jueves,invierno,1.9459101490553132
JARABE DE MANZANA TASKY,4.0,9.87,2024-07-04,Jueves,invierno,1.6094379124341003
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-07-04,Jueves,invierno,1.9459101490553132
PULPA DE PIÑA,16.0,9.8,2024-07-04,Jueves,invierno,2.833213344056216
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-07-04,Jueves,invierno,1.6094379124341003
PULPA CONGELADA DE LIMA,16.0,12.0,2024-07-04,Jueves,invierno,2.833213344056216
JARABE DE GRANADA TASKY,12.0,9.87,2024-07-04,Jueves,invierno,2.5649493574615367
PULPA CONGELADA DE LIMA,8.0,12.0,2024-07-04,Jueves,invierno,2.1972245773362196
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-07-04,Jueves,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-07-04,Jueves,invierno,1.0986122886681098
JARABE DE MANZANA TASKY,2.0,9.87,2024-07-04,Jueves,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,16.0,12.0,2024-07-04,Jueves,invierno,2.833213344056216
JARABE DE MANZANA TASKY,12.0,9.87,2024-07-04,Jueves,invierno,2.5649493574615367
JARABE DE GRANADINA TASKY,4.0,8.61,2024-07-04,Jueves,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,2.0,9.66,2024-07-04,Jueves,invierno,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-07-04,Jueves,invierno,2.5649493574615367
PULPA CONGELADA DE LIMA,24.0,12.0,2024-07-04,Jueves,invierno,3.2188758248682006
JARABE DE MANZANA TASKY,10.0,9.87,2024-07-04,Jueves,invierno,2.3978952727983707
JARABE DE GRANADINA TASKY,2.0,8.61,2024-07-04,Jueves,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,7.0,9.87,2024-07-04,Jueves,invierno,2.0794415416798357
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-07-04,Jueves,invierno,2.5649493574615367
